IDEESS;Dirección;Horario;Rótulo;Margen;Tipo Venta;Remisión;Latitud;Longitud (WGS84);Municipio;C.P.;Provincia;CCAA
12702;CALLE DEL VINO, 10;L-D: 24H;SAN ISIDRO;N;R;dm;39,293500;-2,059556;Villalgordo del Júcar;02636;ALBACETE;CASTILLA LA MANCHA
10053;CALLE VALENCIA, 41;L-D: 24H;NO TIENE;I;R;dm;39,367333;-1,593250;Villamalea;02270;ALBACETE;CASTILLA LA MANCHA
5258;CARRETERA CM-3201 KM. 22,70;"L-S: 07:00-21:00; D: 07:00-14:00";REPSOL;D;P;OM;39,366861;-1,592778;Villamalea;02270;ALBACETE;CASTILLA LA MANCHA
4893;CR N-322, 258,8;L-D: 07:00-21:00;REPSOL;D;P;dm;38,581722;-2,626222;Villapalacios;02350;ALBACETE;CASTILLA LA MANCHA
4368;CARRETERA DE LAS MESAS KM. 005;"L-V: 06:00-22:00; S-D: 07:00-22:30";ESTACIÓN DE SERVICIO LOS VIÑEDOS;N;P;dm;39,272250;-2,617083;Villarrobledo;02600;ALBACETE;CASTILLA LA MANCHA
5305;CALLE DOS DE MAYO, 167;L-D: 06:00-00:00;REPSOL;I;P;dm;39,278222;-2,602028;Villarrobledo;02600;ALBACETE;CASTILLA LA MANCHA
11797;AUTOVIA A-43 KM. 129;L-D: 24H;REPSOL;D;P;dm;39,258778;-2,586778;Villarrobledo;02600;ALBACETE;CASTILLA LA MANCHA
15192;CALLE NOBEL, 64;L-S: 08:00-20:00;COMBUSTIBLES DISPROSIO S.L.;N;P;dm;39,283917;-2,583361;Villarrobledo;02600;ALBACETE;CASTILLA LA MANCHA
12015;AVENIDA REYES CATOLICOS, S/N;L-D: 06:00-22:00;AVIA;N;P;dm;39,276944;-2,590028;Villarrobledo;02600;ALBACETE;CASTILLA LA MANCHA
12146;AUTOVIA A-43 KM. 390;L-D: 06:00-23:59;CEPSA;I;P;OM;39,205194;-2,708528;Villarrobledo;02600;ALBACETE;CASTILLA LA MANCHA
5184;CARRETERA N-310 KM. 120,5;"L-V: 07:00-21:00; D: 14:00-19:00";CEPSA;D;P;OM;39,198000;-2,713722;Villarrobledo;02600;ALBACETE;CASTILLA LA MANCHA
4785;AVENIDA REYES CATOLICOS, 26;"L-V: 07:00-21:00; S: 08:00-13:00";CEPSA;D;P;OM;39,261472;-2,599417;Villarrobledo;02600;ALBACETE;CASTILLA LA MANCHA
11976;AVENIDA REYES CATOLICOS, 133;L-D: 06:00-23:00;BP VILLARROBLEDO;D;P;dm;39,277056;-2,591722;Villarrobledo;02600;ALBACETE;CASTILLA LA MANCHA
5123;CARRETERA OSSA DE MONTIEL KM. 21;"L-S: 06:00-22:00; D: 06:00-15:00";REPSOL;I;P;OM;39,257528;-2,613778;Villarrobledo;02600;ALBACETE;CASTILLA LA MANCHA
5167;CARRETERA NACIONAL 310 KM. 137,7;L-S: 07:00-22:00;REPSOL;I;P;OM;39,293722;-2,567139;Villarrobledo;02600;ALBACETE;CASTILLA LA MANCHA
5327;AVENIDA REYES CATÓLICOS, 108;L-D: 06:00-22:00;GALP;N;P;OM;39,272056;-2,594111;Villarrobledo;02600;ALBACETE;CASTILLA LA MANCHA
14539;CARRETERA MUNERA KM. 0,500;L-D: 24H;VINICOLA DE VILLARROBLEDO;I;R;dm;39,250806;-2,601028;Villarrobledo;02600;ALBACETE;CASTILLA LA MANCHA
4442;AVENIDA REYES CATÓLICOS (APARCAMIENTO DEL CARREFOUR), S/N;L-S: 08:00-22:00;CARREFOUR;N;P;dm;39,285722;-2,579639;Villarrobledo;02600;ALBACETE;CASTILLA LA MANCHA
14804;CALLE GENERAL MARTI, 2;L-D: 24H;PLENOIL;D;P;dm;39,266417;-2,596944;Villarrobledo;02600;ALBACETE;CASTILLA LA MANCHA
4796;CARRETERA DE HELLIN KM. 42;L-D: 07:00-21:00;CEPSA;I;P;OM;38,368667;-2,314667;Yeste;02480;ALBACETE;CASTILLA LA MANCHA
9478;CARRETERA AGOST-NOVELDA KM 2 KM. 2;L-D: 06:00-22:00;VALCARCE;I;P;dm;38,429417;-0,662250;Agost;03698;ALICANTE;COMUNIDAD VALENCIANA
11305;AUTOPISTA AP 7 KM. 696;L-D: 24H;GALP;I;P;OM;38,408861;-0,599444;Agost;03698;ALICANTE;COMUNIDAD VALENCIANA
11306;AUTOPISTA AP 7 KM. 696;L-D: 24H;GALP;D;P;OM;38,406528;-0,599972;Agost;03698;ALICANTE;COMUNIDAD VALENCIANA
3683;CARRETERA SAN VICENTE - AGOST KM. 11;L-D: 06:00-22:00;PETRONOR;I;P;OM;38,434417;-0,637250;Agost;03698;ALICANTE;COMUNIDAD VALENCIANA
3692;CARRETERA CATRAL-ALBATERA KM. 4,2;L-D: 24H;REPSOL;I;P;OM;38,175028;-0,854056;Albatera;03340;ALICANTE;COMUNIDAD VALENCIANA
3565;CARRETERA N-340 KM. 702,1;L-D: 06:00-22:00;FTH;D;P;dm;38,199389;-0,848833;Albatera;03340;ALICANTE;COMUNIDAD VALENCIANA
3588;CARRETERA N-340 KM. 696,7;L-D: 24H;REPSOL;D;P;dm;38,165222;-0,894750;Albatera;03340;ALICANTE;COMUNIDAD VALENCIANA
3589;N-340 km 696,7;L-D: 24H;REPSOL;I;P;dm;38,199417;-0,848722;Albatera;03340;ALICANTE;COMUNIDAD VALENCIANA
14191;CALLE POLIGONO INDUSTRIAL MOS DEL BOU, CALLE EL ESPARTO, 5;L-D: 24H;SUVER GASOLEOS ;D;P;dm;38,168111;-0,889167;Albatera;03340;ALICANTE;COMUNIDAD VALENCIANA
14852;POLIGONO PLAZA MOSQUERA, 6;L-D: 24H;REPSOL ;D;P;dm;38,751972;-0,042083;Alcalalí;03728;ALICANTE;COMUNIDAD VALENCIANA
14115;CALLE ALICANTE, 58;L-D: 06:00-22:00;BP;D;P;dm;38,689389;-0,480139;Alcoy/Alcoi;03801;ALICANTE;COMUNIDAD VALENCIANA
9298;CALLE ALICANTE, 62;L-D: 05:00-23:00;SHELL;D;P;OM;38,688639;-0,479611;Alcoy/Alcoi;03801;ALICANTE;COMUNIDAD VALENCIANA
13370;CALLE ALICANTE, 62;L-D: 24H;MASOIL ALCOY;D;P;dm;38,689083;-0,479694;Alcoy/Alcoi;03801;ALICANTE;COMUNIDAD VALENCIANA
14200;CALLE VALENCIA ESQ C/SANT JOAN BOSCO, 1;L-D: 24H;GASEXPRESS;D;P;dm;38,711556;-0,466250;Alcoy/Alcoi;03800;ALICANTE;COMUNIDAD VALENCIANA
3475;PG COTES BAIXES,CALLE C,PARC.1, 0;L-D: 06:00-22:00;REPSOL;D;P;OM;38,714361;-0,462528;Alcoy/Alcoi;03800;ALICANTE;COMUNIDAD VALENCIANA
11428;AVENIDA TIRANT, S/N;L-D: 06:00-22:00;REPSOL;D;P;OM;38,708750;-0,472556;Alcoy/Alcoi;03800;ALICANTE;COMUNIDAD VALENCIANA
3728;N-340 km 131,000;L-D: 06:00-22:00;GALP;N;P;OM;38,683389;-0,471306;Alcoy/Alcoi;03800;ALICANTE;COMUNIDAD VALENCIANA
3586;CL OLIVER, S.N.;L-D: 06:00-22:00;PETRONOR;D;P;dm;38,691889;-0,489611;Alcoy/Alcoi;03800;ALICANTE;COMUNIDAD VALENCIANA
3713;Alicante, 1 - P.I. Beniata;L-D: 24H;GASOLINERA ALCOY ;N;P;OM;38,695083;-0,477972;Alcoy/Alcoi;03800;ALICANTE;COMUNIDAD VALENCIANA
15006;AVENIDA ALBIR, 90;L-D: 24H;PLENOIL;D;P;dm;38,574028;-0,076694;Alfàs del Pi (l');03580;ALICANTE;COMUNIDAD VALENCIANA
14851;CALLE MALLORCA, CTRA. CV-763, 1;L-D: 07:00-23:00;BP ALFAZ DEL PI;D;P;dm;38,571139;-0,096500;Alfàs del Pi (l');03580;ALICANTE;COMUNIDAD VALENCIANA
3623;CL AVDA. DEL PAIS VALENCIANO S.N.;L-D: 06:00-22:00;REPSOL;D;P;OM;38,581361;-0,105389;Alfàs del Pi (l');03580;ALICANTE;COMUNIDAD VALENCIANA
15099;AVENIDA PAIS VALENCIÁ, 47;L-D: 24H;PLENOIL;D;P;dm;38,582417;-0,106278;Alfàs del Pi (l');03580;ALICANTE;COMUNIDAD VALENCIANA
3733;AP-1535 km 2,000;L-D: 06:00-22:00;GALP;N;P;OM;38,567722;-0,082972;Alfàs del Pi (l');03581;ALICANTE;COMUNIDAD VALENCIANA
11929;POLIGONO SECTOR VIII - EL ZOCO, S/N;L-D: 06:00-22:00;BP;N;P;dm;38,058389;-0,746611;Algorfa;03169;ALICANTE;COMUNIDAD VALENCIANA
3416;CALLE SAN JUAN, 32;L-D: 06:30-21:00;CEPSA;D;P;dm;38,339222;-0,998222;Algueña;03668;ALICANTE;COMUNIDAD VALENCIANA
3643;CL PLAZA SAN ANTONIO, 9;"L-V: 08:00-21:00; S-D: 09:00-14:00";REPSOL;D;P;OM;38,351361;-0,487472;Alicante/Alacant;03004;ALICANTE;COMUNIDAD VALENCIANA
3673;AVENIDA PADRE ESPLÁ, 36;"L-V: 07:30-21:00; S: 08:00-15:00; D: 10:00-15:00";REPSOL;N;P;OM;38,357000;-0,476750;Alicante/Alacant;03013;ALICANTE;COMUNIDAD VALENCIANA
10940;AVENIDA DENIA, 80;L-D: 24H;BP SANDOVAL MD;D;P;OM;38,359278;-0,466972;Alicante/Alacant;03013;ALICANTE;COMUNIDAD VALENCIANA
10941;AVENIDA DENIA, 75;L-D: 24H;BP SANDOVAL MI;I;P;OM;38,359667;-0,467361;Alicante/Alacant;03013;ALICANTE;COMUNIDAD VALENCIANA
8379;AVENIDA UNIVERSIDAD, S/N;L-D: 24H;SHELL;N;P;OM;38,374139;-0,506833;Alicante/Alacant;03009;ALICANTE;COMUNIDAD VALENCIANA
3690;AVENIDA DE LA UNIVERSIDAD, SN;L-D: 24H;REPSOL;D;P;OM;38,376194;-0,508861;Alicante/Alacant;03009;ALICANTE;COMUNIDAD VALENCIANA
3550;AVENIDA NOVELDA, 179;L-D: 07:00-00:00;REPSOL;D;P;OM;38,370222;-0,497500;Alicante/Alacant;03009;ALICANTE;COMUNIDAD VALENCIANA
12283;CALLE FORTUNY, S/N;"L-V: 07:30-21:30; S-D: 08:30-14:30";REPSOL;I;P;OM;38,375333;-0,499444;Alicante/Alacant;03009;ALICANTE;COMUNIDAD VALENCIANA
12649;CALLE JATIVA, S/N;L-D: 24H;GM OIL;D;P;dm;38,377722;-0,504722;Alicante/Alacant;03009;ALICANTE;COMUNIDAD VALENCIANA
10245;AVENIDA NOVELDA, 70;"L-S: 07:30-21:30; D: 08:00-16:00";REPSOL;D;P;OM;38,364222;-0,494306;Alicante/Alacant;03010;ALICANTE;COMUNIDAD VALENCIANA
3593;AVENIDA JIJONA, 88;"L-S: 06:30-22:30; D: 07:00-22:30";REPSOL;D;P;OM;38,358556;-0,483944;Alicante/Alacant;03012;ALICANTE;COMUNIDAD VALENCIANA
3421;AVENIDA GASTON CASTELLO, 58;L-D: 07:00-21:00;CEPSA;D;P;dm;38,375111;-0,486944;Alicante/Alacant;03014;ALICANTE;COMUNIDAD VALENCIANA
13283;AVENIDA ANTONIO RAMOS CARRATALA, 56;L-D: 24H;ALCAMPO;N;P;dm;38,370694;-0,466806;Alicante/Alacant;03015;ALICANTE;COMUNIDAD VALENCIANA
3417;AVDA. DE LA CONDOMINA, 47 (C-190 km 3,7);L-D: 24H;CEPSA;D;P;OM;38,363639;-0,434556;Alicante/Alacant;03540;ALICANTE;COMUNIDAD VALENCIANA
3603;AVENIDA DENIA, 150;L-D: 07:00-23:00;BP VISTAHERMOSA ;D;P;OM;38,375472;-0,453806;Alicante/Alacant;03016;ALICANTE;COMUNIDAD VALENCIANA
13851;VIAL FLORA DE ESPAÑA, 28;L-D: 06:30-22:00;PETROALACANT;N;P;dm;38,369111;-0,444778;Alicante/Alacant;03016;ALICANTE;COMUNIDAD VALENCIANA
3580;AVENIDA DENIA, 60;L-D: 24H;GOTETA;N;P;dm;38,355389;-0,472306;Alicante/Alacant;03016;ALICANTE;COMUNIDAD VALENCIANA
8300;VIAL CONEXION N-332 Y A-7, S/N;L-D: 06:00-22:00;GALP;N;P;dm;38,370000;-0,446667;Alicante/Alacant;03016;ALICANTE;COMUNIDAD VALENCIANA
15170;CALLE ANTONIO RAMOS CARRATALÁ, 26;L-D: 24H;PLENOIL;D;P;dm;38,369528;-0,464028;Alicante/Alacant;03016;ALICANTE;COMUNIDAD VALENCIANA
13568;CALLE MUSICO JOSE TORREGROSA, 33;L-D: 24H;AVANZA;D;P;dm;38,383583;-0,489750;Alicante/Alacant;03112;ALICANTE;COMUNIDAD VALENCIANA
3470;CARRETERA A-214 KM. 5;L-D: 06:00-22:00;REPSOL;I;P;OM;38,401000;-0,477750;Alicante/Alacant;03112;ALICANTE;COMUNIDAD VALENCIANA
13572;AVENIDA NOVELDA, 204;L-D: 24H;VCC ALICANTE ;D;P;dm;38,375972;-0,498972;Alicante/Alacant;03011;ALICANTE;COMUNIDAD VALENCIANA
10710;AVENIDA PINTOR GASTON CASTELLO, 1;L-D: 06:00-22:00;BP REJAS VERDES;I;P;dm;38,370083;-0,486611;Alicante/Alacant;03011;ALICANTE;COMUNIDAD VALENCIANA
13585;AVENIDA NOVELDA, 216;L-D: 24H;PETROPRIX;D;P;dm;38,376944;-0,499722;Alicante/Alacant;03011;ALICANTE;COMUNIDAD VALENCIANA
13759;AVENIDA DE DENIA, 183;L-D: 07:00-23:00;E.S. SANTA FAZ;I;P;dm;38,385639;-0,449972;Alicante/Alacant;03559;ALICANTE;COMUNIDAD VALENCIANA
3680;CARRETERA 112,6 KM. N-332;L-D: 06:30-22:30;REPSOL;D;P;OM;38,386250;-0,447417;Alicante/Alacant;03559;ALICANTE;COMUNIDAD VALENCIANA
3684;CARRETERA N-330 KM. 409;L-D: 06:30-21:00;PETRONOR;I;P;OM;38,344944;-0,523167;Alicante/Alacant;03006;ALICANTE;COMUNIDAD VALENCIANA
11474;CARRETERA MADRID ESQ.RIO JUCAR KM. 19;"L-V: 06:00-22:00; S-D: 07:00-21:00";REPSOL;D;P;OM;38,344611;-0,522944;Alicante/Alacant;03006;ALICANTE;COMUNIDAD VALENCIANA
3406;CARRETERA N-330A KM. 407,7;"L-V: 05:00-21:00; S: 07:00-14:00";CEPSA;D;P;dm;38,343611;-0,545111;Alicante/Alacant;03006;ALICANTE;COMUNIDAD VALENCIANA
13593;CALLE OCAÑA, 16;L-D: 24H;BALLENOIL;D;P;dm;38,345056;-0,522278;Alicante/Alacant;03006;ALICANTE;COMUNIDAD VALENCIANA
9191;POLIGONO PLA VALLONGA CALLE 8, PARCELA 15;"L-V: 06:00-21:00; S: 07:00-15:00";PETROALACANT;D;P;dm;38,348250;-0,555389;Alicante/Alacant;03006;ALICANTE;COMUNIDAD VALENCIANA
9119;AVDA. ORIHUELA, S/N - ESQUINA VIA PARQUE;L-D: 06:00-00:00;SHELL;N;P;OM;38,345583;-0,517889;Alicante/Alacant;03006;ALICANTE;COMUNIDAD VALENCIANA
11716;AVENIDA NEPTUNO, 4;"L-V: 06:00-22:00; S: 07:00-15:00";CONFORT AUTO;D;P;dm;38,344000;-0,524194;Alicante/Alacant;03006;ALICANTE;COMUNIDAD VALENCIANA
3412;AVENIDA ELCHE (N-332 P.K. 102), 16;L-D: 24H;CEPSA;I;P;OM;38,337778;-0,500389;Alicante/Alacant;03008;ALICANTE;COMUNIDAD VALENCIANA
3729;AVENIDA RAMÓN GÓMEZ SEMPERE, 4;L-D: 06:00-22:00;GALP;N;P;dm;38,330583;-0,513500;Alicante/Alacant;03008;ALICANTE;COMUNIDAD VALENCIANA
13584;AVENIDA ELCHE, 150;L-D: 24H;PETROPRIX;I;P;dm;38,303611;-0,521389;Alicante/Alacant;03008;ALICANTE;COMUNIDAD VALENCIANA
3731;CALLE ARTES GRAFICAS, 89;L-D: 24H;TAMOIL;N;P;dm;38,335694;-0,512833;Alicante/Alacant;03008;ALICANTE;COMUNIDAD VALENCIANA
3749;Rosa de los Vientos (esq. Camino Viejo de Elche);"L-V: 06:00-20:00; S: 08:00-14:00";GALP;N;P;dm;38,337778;-0,523139;Alicante/Alacant;03007;ALICANTE;COMUNIDAD VALENCIANA
12961;CALLE ALCALDE LORENZO CARBONELL, S/N ESQUINA VIA PARQUE, S/N;L-D: 24H;CARREFOUR;N;P;dm;38,340028;-0,517750;Alicante/Alacant;03007;ALICANTE;COMUNIDAD VALENCIANA
12485;CARRETERA OCAÑA KM. 7;L-D: 24H;PETRO ALACANT;I;P;dm;38,344917;-0,518333;Alicante/Alacant;03007;ALICANTE;COMUNIDAD VALENCIANA
3727;N-330-P.K. 409,1 P.I. El Espartal;"L-V: 06:00-20:00; S: 08:00-14:00";GALP;N;P;dm;38,345250;-0,520556;Alicante/Alacant;03007;ALICANTE;COMUNIDAD VALENCIANA
9302;AVENIDA ALCALDE LORENZO CARBONELL, 71;L-D: 06:00-22:00;CEPSA;I;P;OM;38,338611;-0,516000;Alicante/Alacant;03007;ALICANTE;COMUNIDAD VALENCIANA
3446;POLIGONO ZONA INDUSTRIAL A, POLIGONO B, S/N;L-D: 24H;CEPSA;D;P;OM;38,344139;-0,538472;Alicante/Alacant;03114;ALICANTE;COMUNIDAD VALENCIANA
3660;CARRETERA N-330 A KM. 401;"L-V: 07:00-21:00; S: 08:00-14:00";PETRONOR;I;P;dm;38,342361;-0,607083;Alicante/Alacant;03113;ALICANTE;COMUNIDAD VALENCIANA
9455;CARRETERA CV 820 KM. 1,3;L-D: 06:00-22:00;REPSOL;D;P;dm;38,411500;-0,565444;Alicante/Alacant;03699;ALICANTE;COMUNIDAD VALENCIANA
1893;CARRETERA CV 820 KM. 1,4;L-D: 24H;REPSOL;I;P;dm;38,411000;-0,565972;Alicante/Alacant;03699;ALICANTE;COMUNIDAD VALENCIANA
3453;CALLE DEL RUBLO PARC R75, 75;"L-V: 06:00-22:00; S: 07:00-14:00";ATALAYAS;N;P;dm;38,338278;-0,566472;Alicante/Alacant;03114;ALICANTE;COMUNIDAD VALENCIANA
9901;CARRETERA BACAROT, 4 KM. ;"L-V: 08:00-14:00 y 16:00-18:00; S: 08:00-12:00";AGRICOOP;D;R;dm;38,343333;-0,545833;Alicante/Alacant;03114;ALICANTE;COMUNIDAD VALENCIANA
9717;AVENIDA ORIHUELA, 17;L-D: 06:00-00:00;REPSOL;N;P;dm;38,104778;-0,797083;Almoradí;03160;ALICANTE;COMUNIDAD VALENCIANA
3721;Principe De EspañA, 10;"L-V: 06:00-22:00; S-D: 07:00-22:00";BP;N;P;dm;38,115139;-0,788750;Almoradí;03160;ALICANTE;COMUNIDAD VALENCIANA
9613;AVENIDA COMUNIDAD EUROPEA, 1;L-D: 06:30-22:30;LAS MAROMAS;D;P;dm;38,099361;-0,796528;Almoradí;03160;ALICANTE;COMUNIDAD VALENCIANA
3514;CARRETERA DE ROJALES KM. 1;"L-S: 06:00-22:00; D: 07:00-21:00";GASOLEO EXPRES;D;P;dm;38,103833;-0,781472;Almoradí;03160;ALICANTE;COMUNIDAD VALENCIANA
3410;CARRETERA C-3321 KM. 38,1;L-D: 06:00-22:00;CEPSA;I;P;OM;38,123556;-0,781806;Almoradí;03160;ALICANTE;COMUNIDAD VALENCIANA
14211;CALLE PARTIDA DE LA ERA ALTA, 57;L-D: 24H;PETROPRIX;I;P;dm;38,122583;-0,783083;Almoradí;03160;ALICANTE;COMUNIDAD VALENCIANA
14626;CALLE REINO UNIDO, 1;L-D: 24H;.ES CARBURANTES;D;P;dm;38,100389;-0,800556;Almoradí;03160;ALICANTE;COMUNIDAD VALENCIANA
14551;CALLE CUESTA DE LAS NARICES, 11;L-D: 24H;PETROPRIX ;I;P;dm;38,594194;-0,056056;Altea;03590;ALICANTE;COMUNIDAD VALENCIANA
3712;Carrer De La Mar, 157;L-D: 07:00-23:00;GALP;N;P;dm;38,593222;-0,054917;Altea;03590;ALICANTE;COMUNIDAD VALENCIANA
3517;CARRETERA N-332 KM. 155,5;L-D: 06:00-22:00;REPSOL;I;P;OM;38,586556;-0,064694;Altea;03590;ALICANTE;COMUNIDAD VALENCIANA
3484;CARRETERA LA NUCIA KM. 2,8;L: 07:00-22:00;REPSOL;D;P;OM;38,605917;-0,078472;Altea;03590;ALICANTE;COMUNIDAD VALENCIANA
3402;CALLE GARGANES, 42;L-D: 06:00-00:00;REPSOL;D;P;OM;38,604722;-0,048611;Altea;03590;ALICANTE;COMUNIDAD VALENCIANA
3444;CARRETERA CV-755 KM. 9,2;L-D: 06:00-22:00;CEPSA ELF;I;P;dm;38,626750;-0,038500;Altea;03599;ALICANTE;COMUNIDAD VALENCIANA
3542;AVENIDA 3 DE AGOSTO, 23;L-D: 06:00-22:00;REPSOL;D;P;dm;38,336722;-0,774111;Aspe;03680;ALICANTE;COMUNIDAD VALENCIANA
11522;POLIGONO C/ IBI, S/N;L-S: 06:00-22:00;LEVANTINA;D;P;dm;38,356139;-0,770417;Aspe;03680;ALICANTE;COMUNIDAD VALENCIANA
1943;AVD.DE NAVARRA 151;L-D: 07:00-22:00;CEPSA ESPAÑA S.A.;N;P;dm;38,354028;-0,772639;Aspe;03680;ALICANTE;COMUNIDAD VALENCIANA
11718;CARRETERA NOVELDA KM. 22;"L-V: 06:00-22:00; S: 08:00-15:00";CONFORT AUTO;D;P;dm;38,358167;-0,770917;Aspe;03680;ALICANTE;COMUNIDAD VALENCIANA
10582;POLIGONO TRES HERMANAS   ALCOHOLERA, 11;"L-S: 06:00-22:00; D: 07:00-15:00";BP;N;P;dm;38,325917;-0,767139;Aspe;03680;ALICANTE;COMUNIDAD VALENCIANA
14237;AVENIDA AVENIDA DE ORIHUELA, 101;L-D: 24H;GALP;N;P;OM;38,336861;-0,777556;Aspe;03680;ALICANTE;COMUNIDAD VALENCIANA
14449;AVENIDA TRES DE AGOSTO, 20;L-D: 24H;PLENOIL;D;P;dm;38,341583;-0,773361;Aspe;03680;ALICANTE;COMUNIDAD VALENCIANA
12853;CARRETERA NOVELDA KM. 8;L-D: 24H;QFS;D;P;dm;38,356306;-0,772361;Aspe;03680;ALICANTE;COMUNIDAD VALENCIANA
3405;CALLE PADRE JESUALDO FERRERO, 1;L-D: 06:00-22:00;REPSOL;N;P;dm;38,715917;-0,664056;Banyeres de Mariola;03450;ALICANTE;COMUNIDAD VALENCIANA
3663;CALLE LES MOLINES, 35, ;L-V: 07:00-13:00;BAÑERES;N;P;dm;38,720111;-0,671194;Banyeres de Mariola;03450;ALICANTE;COMUNIDAD VALENCIANA
10302;CARRETERA VILLENA-ALCUDIA KM. 10,608;L-D: 06:00-22:00;GASOLINERA DIEGO;D;P;dm;38,698000;-0,771194;Beneixama;03460;ALICANTE;COMUNIDAD VALENCIANA
1907;CALLE DR. SILVESTRE, ;L-D: 24H;COOPERATIVA DIVINA AURORA;N;P;dm;38,701889;-0,767750;Beneixama;03460;ALICANTE;COMUNIDAD VALENCIANA
3574;CARRETERA JACARILLA KM. S/N;L-D: 06:00-22:00;REPSOL;I;P;dm;38,076944;-0,843056;Benejúzar;03390;ALICANTE;COMUNIDAD VALENCIANA
3632;AVENIDA COMUNIDAD VALENCIANA, 18;L-D: 24H;BP BENIDORM;D;P;OM;38,544194;-0,119250;Benidorm;03501;ALICANTE;COMUNIDAD VALENCIANA
3429;CARRETERA N-332 KM. 124,5;L-D: 06:00-22:00;GALP;D;P;OM;38,557694;-0,101500;Benidorm;03501;ALICANTE;COMUNIDAD VALENCIANA
11766;CARRETERA CV-70 KM. 47;L-D: 24H;REPSOL;I;P;OM;38,559583;-0,134444;Benidorm;03501;ALICANTE;COMUNIDAD VALENCIANA
3430;CARRETERA N-332 KM. 124,5;L-D: 06:00-22:00;GALP;I;P;OM;38,558056;-0,101917;Benidorm;03501;ALICANTE;COMUNIDAD VALENCIANA
3598;AVENIDA DOCTOR SEVERO OCHOA, S/N;L-D: 07:00-23:00;BP EUROBENIDORM;N;P;dm;38,543139;-0,102722;Benidorm;03503;ALICANTE;COMUNIDAD VALENCIANA
15012;AVENIDA COMUNIDAD VALENCIANA- CAMÍ DEL PALASIET, 2;L-D: 24H;PETROENERGY;N;P;dm;38,551139;-0,109778;Benidorm;03503;ALICANTE;COMUNIDAD VALENCIANA
1896;AVENIDA JAIME I, 23;L-D: 24H;BP LA ISLETA;N;P;OM;38,541722;-0,134139;Benidorm;03502;ALICANTE;COMUNIDAD VALENCIANA
14628;CALLE ALCALDE FRANCISCO GONZALEZ FERNANDEZ, 32;L-D: 24H;BENIEXPRESS;N;P;dm;38,077222;-0,745028;Benijófar;03178;ALICANTE;COMUNIDAD VALENCIANA
1892;CARRETERA ALCOY A CALLOSA D'ENSARRIA S/N KM. 36;"L-S: 07:00-22:00; D: 08:30-14:30";(SIN RÓTULO);D;P;dm;38,698833;-0,386472;Benilloba;03810;ALICANTE;COMUNIDAD VALENCIANA
14904;AVENIDA EUROPA, 12;L-D: 24H;PLENOIL;D;P;dm;38,717667;0,059861;Benissa;03720;ALICANTE;COMUNIDAD VALENCIANA
8795;AVENIDA EUROPA, 8;L-D: 06:00-22:00;BP BENISSA;D;P;OM;38,718139;0,060194;Benissa;03720;ALICANTE;COMUNIDAD VALENCIANA
14633;AVENIDA LAS MARINAS, 290;L-D: 07:00-22:00;BP CALA FUSTERA;D;P;dm;38,665889;0,084944;Benissa;03720;ALICANTE;COMUNIDAD VALENCIANA
3393; JUAN DE LA CIERVA,13  POLIGONO INDUSRTIAL LAPEDRERA, ;L: 07:00-21:00;MEROIL;N;P;dm;38,726750;0,076583;Benissa;03720;ALICANTE;COMUNIDAD VALENCIANA
13780;CARRETERA MORAIRA-CALPE KM. 3;L-D: 24H;GASEXPRESS;D;P;dm;38,677722;0,105778;Benissa;03720;ALICANTE;COMUNIDAD VALENCIANA
13579;CALLE MARGENADORS DELS, 8;L-S: 08:00-20:00;ROSELLO;N;P;dm;38,718611;0,059389;Benissa;03720;ALICANTE;COMUNIDAD VALENCIANA
13381;AVINGUDA EUROPA, 34;L-D: 24H;MASOIL BENISA;D;P;dm;38,719222;0,060556;Benissa;03720;ALICANTE;COMUNIDAD VALENCIANA
3526;AVENIDA PAIS VALENCIA, 210;L: 07:00-21:00;REPSOL;I;P;OM;38,713389;0,046556;Benissa;03720;ALICANTE;COMUNIDAD VALENCIANA
8349;CARRETERA CV-740 KM. 6,800;L-D: 07:00-22:00;(SIN RÓTULO);I;P;dm;38,738972;0,152139;Benitachell/Poble Nou de Benitatxell (el);03726;ALICANTE;COMUNIDAD VALENCIANA
3458;CARRETERA ALCOY - VILLENA KM. 38,2;"L-V: 07:00-21:30; S: 07:00-15:30";REPSOL;I;P;dm;38,630583;-0,786556;Biar;03410;ALICANTE;COMUNIDAD VALENCIANA
3445;POLIGONO APATEL, 6;L-D: 06:00-22:00;REPSOL;D;P;dm;38,059194;-0,885222;Bigastro;03380;ALICANTE;COMUNIDAD VALENCIANA
13879;CALLE DEL PROGRESO, 24;L-D: 24H;BIGASOIL;D;P;dm;38,059056;-0,884611;Bigastro;03380;ALICANTE;COMUNIDAD VALENCIANA
13006;CALLE EL PI, 1;L-D: 24H;ATLANTIS EXPRESS;I;P;dm;38,477806;-0,424194;Busot;03111;ALICANTE;COMUNIDAD VALENCIANA
3575;CARRETERA N-340 KM. 692,9;"L-V: 06:00-22:00; S: 07:00-15:00; D: 08:00-14:00";PETRONOR;D;P;OM;38,143139;-0,927583;Callosa de Segura;03360;ALICANTE;COMUNIDAD VALENCIANA
12401;CARRETERA CATRAL KM. 0,300;"L-V: 06:00-22:00; S-D: 07:00-22:00";BP OIL ESPAÑA, S.A.U.;D;P;dm;38,127750;-0,861861;Callosa de Segura;03360;ALICANTE;COMUNIDAD VALENCIANA
