Fecha;IDEESS;Precio Biodiesel;Precio Bioetanol;Precio Gas Natural Comprimido;Precio Gas Natural Licuado;Precio Gases licuados del petróleo;Precio Gasoleo A;Precio Gasoleo B;Precio Gasoleo Premium;Precio Gasolina 95 E10;Precio Gasolina 95 E5;Precio Gasolina 95 E5 Premium;Precio Gasolina 98 E10;Precio Gasolina 98 E5;% BioEtanol;% Éster metílico
01-07-2022;13930;;;;;;2.079;;;;2.129;;;;0.0;0.0
01-07-2022;12763;;;;;;2.049;;;;2.079;;;;0.0;0.0
01-07-2022;9601;;;;;;2.058;;2.095;;2.076;;;2.205;0.0;0.0
01-07-2022;11297;;;;;;2.125;;2.225;;2.145;2.195;;2.265;0.0;0.0
01-07-2022;4790;;;;;;2.149;1.699;2.199;;2.189;;;2.299;0.0;0.0
01-07-2022;4413;;;;;;2.259;;;;2.299;;;2.369;0.0;0.0
01-07-2022;15547;;;;;;2.079;;;;2.099;;;;0.0;0.0
01-07-2022;9546;;;;;;2.125;;2.225;;2.145;2.195;;2.265;0.0;0.0
01-07-2022;11087;;;;;1.029;2.109;;2.209;;2.135;;;2.255;0.0;0.0
01-07-2022;5174;;;;;;2.129;;2.209;;2.114;;;;0.0;0.0
01-07-2022;14287;;;;;;2.149;;2.199;;2.189;;;2.299;0.0;0.0
01-07-2022;5173;;;;;;2.129;;2.209;;2.139;;;2.271;0.0;0.0
01-07-2022;14465;;;;;;2.089;;;;2.109;;;;0.0;0.0
01-07-2022;4794;;;;;;2.159;1.759;2.229;;2.189;;;;0.0;0.0
01-07-2022;8097;;;;;;2.059;;;;2.079;;;;0.0;0.0
01-07-2022;5241;;;;;;2.119;;2.199;;2.169;;;2.299;0.0;0.0
01-07-2022;5134;;;;;;2.075;;2.135;;2.125;2.165;;;0.0;0.0
01-07-2022;4877;;;;;1.039;2.105;;2.165;;2.135;;;2.255;0.0;0.0
01-07-2022;4799;;;;;;2.109;;2.209;;2.144;2.224;;;0.0;0.0
01-07-2022;4788;;;;;;2.119;;2.199;;2.139;;;;0.0;0.0
01-07-2022;11931;;;;;;2.069;;;;;;;;0.0;0.0
01-07-2022;14129;;;;;;2.049;1.699;;;2.069;;;;0.0;0.0
01-07-2022;4798;;;;;;2.115;;2.215;;2.109;2.189;;;0.0;0.0
01-07-2022;4383;;;;;;2.099;;2.179;;2.114;;;2.254;0.0;0.0
01-07-2022;14256;;;;;;2.059;;;;2.069;;;;0.0;0.0
01-07-2022;4872;;;;;;2.115;;2.195;;2.109;;;2.241;0.0;0.0
01-07-2022;9035;;;;;;2.011;1.489;;;1.981;;;;0.0;0.0
01-07-2022;4396;;;;;;2.139;1.83;;;2.159;;;;0.0;0.0
01-07-2022;4399;;;;;;2.139;1.83;;;2.159;;;;0.0;0.0
01-07-2022;9254;;;;;;2.044;1.605;;;;;;;0.0;0.0
01-07-2022;5268;;;;;;2.099;;2.149;;2.129;;;2.239;0.0;0.0
01-07-2022;5269;;;;;;2.099;;2.159;;2.129;;;2.249;0.0;0.0
01-07-2022;5282;;;;;;2.075;1.723;2.145;;2.109;;;2.229;0.0;0.0
01-07-2022;4390;;;;;;2.139;1.799;;;2.169;;;;0.0;0.0
01-07-2022;5204;;;;;;2.099;1.749;2.159;;2.119;;;2.279;0.0;0.0
01-07-2022;10953;;;;;;;1.6;;;;;;;0.0;0.0
01-07-2022;14203;;;;;;2.069;1.659;;;2.089;;;;0.0;0.0
01-07-2022;12471;;;;;;2.064;1.654;;;;;;;0.0;0.0
01-07-2022;4820;;;;;;2.099;1.665;2.159;;2.129;;;2.249;0.0;0.0
01-07-2022;5323;;;;;;2.129;;2.219;;2.149;;;2.289;0.0;0.0
01-07-2022;15047;;;;2.147;;;;;;;;;;0.0;0.0
01-07-2022;5142;;;;;;2.139;;2.239;;2.159;;;2.301;0.0;0.0
01-07-2022;9293;;;;;;2.149;;2.239;;2.149;;;2.29;0.0;0.0
01-07-2022;12074;;;;;;2.004;1.58;;;2.015;;;;0.0;0.0
01-07-2022;5230;;;;;;2.105;;2.165;;2.145;;;2.265;0.0;0.0
01-07-2022;5196;;;;;;2.125;;2.185;;2.145;2.175;;;0.0;0.0
01-07-2022;4800;;;;;;2.149;;2.219;;2.159;;;2.299;0.0;0.0
01-07-2022;15394;;;;;;2.069;;;;2.08;;;;0.0;0.0
01-07-2022;5255;;;;;;2.115;1.749;2.175;;2.125;;;2.245;0.0;0.0
01-07-2022;4422;;;;;;2.119;1.619;;;2.199;;;2.319;0.0;0.0
01-07-2022;10621;;;;;;2.02;1.56;;;;;;;0.0;0.0
01-07-2022;4403;;;;;;2.039;1.619;;;2.079;;;;0.0;0.0
01-07-2022;5237;;;;;;2.099;;2.179;;2.125;;;2.245;0.0;0.0
01-07-2022;4841;;;;;;2.109;;2.209;;2.135;2.175;;2.255;0.0;0.0
01-07-2022;4789;;;;;;2.149;;2.219;;2.159;;;2.289;0.0;0.0
01-07-2022;11142;;;;;;2.129;;;;;;;;0.0;0.0
01-07-2022;5135;;;;;;2.115;;2.175;;2.109;;;2.229;0.0;0.0
01-07-2022;13229;;;;;;2.028;;;;2.068;;;;0.0;0.0
01-07-2022;5312;;;;;;2.119;;2.199;;2.109;2.209;;;0.0;0.0
01-07-2022;14611;;;;;;2.019;;;;2.019;;;;0.0;0.0
01-07-2022;4831;;;;;;2.105;;2.165;;2.109;;;2.229;0.0;0.0
01-07-2022;14148;;;;;;2.089;;;;2.129;;;;0.0;0.0
01-07-2022;11181;;;;;1.099;2.278;0.999;2.378;;2.289;;;2.229;0.0;0.0
01-07-2022;10575;;;;;;2.139;;2.209;;2.159;;;2.279;0.0;0.0
01-07-2022;4423;;;;;;2.119;;2.169;;2.119;;;2.229;0.0;0.0
01-07-2022;4806;;;;;;2.105;;2.165;;2.109;;;2.229;0.0;0.0
01-07-2022;5163;;;;;;2.105;1.74;2.165;;2.109;;;2.229;0.0;0.0
01-07-2022;8895;;;;;;2.012;1.596;;;2.0;;;;0.0;0.0
01-07-2022;4852;;;;;;2.129;;2.179;;2.149;;;2.259;0.0;0.0
01-07-2022;4393;;;;;;2.107;1.657;;;2.135;;;;0.0;0.0
01-07-2022;4371;;;;;;2.129;;;;2.169;;;;0.0;0.0
01-07-2022;10983;;;;;;2.099;;;;2.109;;;;0.0;0.0
01-07-2022;5232;;;;;;2.075;1.672;2.135;;2.109;;;2.229;0.0;0.0
01-07-2022;9252;;;;;;2.027;1.55;;;;;;;0.0;0.0
01-07-2022;9250;;;;;;2.03;1.6;;;;;;;0.0;0.0
01-07-2022;9219;;;;;;2.0;1.59;;;;;;;0.0;0.0
01-07-2022;5277;;;;;;2.139;1.729;2.209;;2.159;;;2.279;0.0;0.0
01-07-2022;10526;;;;;;1.999;1.569;;;;;;;0.0;0.0
01-07-2022;5202;;;;;;2.139;;;;2.159;;;;0.0;0.0
01-07-2022;10015;;;;;;;1.61;;;;;;;0.0;0.0
01-07-2022;12231;;;;;;2.059;1.64;;;2.079;;;;0.0;0.0
01-07-2022;5213;;;;;;2.069;;2.119;;2.099;;;;0.0;0.0
01-07-2022;9982;;;;;;2.023;1.523;;;;;;;0.0;0.0
01-07-2022;5265;;;;;;2.075;1.753;;;2.109;;;2.229;0.0;0.0
01-07-2022;11340;;;;;;1.999;1.65;;;;;;;0.0;0.0
01-07-2022;10619;;;;;;2.089;1.75;2.139;;2.149;2.199;;;0.0;0.0
01-07-2022;5270;;;;;;2.075;;2.135;;2.125;2.165;;;0.0;0.0
01-07-2022;14417;;;;;;2.109;;;;2.129;;;;0.0;0.0
01-07-2022;4791;;;;;;2.109;;;;2.119;;;;0.0;0.0
01-07-2022;11977;;;;;;2.089;;;;;;;;0.0;0.0
01-07-2022;15290;;;;;;1.97;;;;;;;;0.0;0.0
01-07-2022;5238;;;;;;2.169;1.789;;;2.199;;;;0.0;0.0
01-07-2022;12334;;;;;;2.06;1.574;;;;;;;0.0;0.0
01-07-2022;4410;;;;;;2.129;1.719;;;2.139;;;2.249;0.0;0.0
01-07-2022;4793;;;;;;2.179;;2.239;;2.189;2.249;;;0.0;0.0
01-07-2022;4370;;;;;;2.109;;;;2.109;;;;0.0;0.0
01-07-2022;8958;;;;;;1.989;1.569;;;;;;;0.0;0.0
01-07-2022;13480;;;;;;2.029;;;;2.059;;;;0.0;0.0
01-07-2022;4894;;;;;;2.115;;2.175;;2.135;;;2.255;0.0;0.0
01-07-2022;9414;;;;;;1.96;;;;;;;;0.0;0.0
01-07-2022;5162;;;;;;2.105;;2.165;;2.125;;;2.245;0.0;0.0
01-07-2022;14811;;;2.187;2.147;;;;;;;;;;0.0;0.0
01-07-2022;4891;;;;;;2.149;;2.239;;2.149;;;;0.0;0.0
01-07-2022;11279;;;;;;2.045;;2.125;;2.059;;;2.191;0.0;0.0
01-07-2022;5316;;;;;;2.139;;2.229;;2.159;;;2.289;0.0;0.0
01-07-2022;11427;;;;;;2.109;;2.199;;2.135;;;2.245;0.0;0.0
01-07-2022;5317;;;;;;2.139;;2.229;;2.159;;;2.289;0.0;0.0
01-07-2022;4392;;;;;;2.129;1.759;;;2.189;;;2.309;0.0;0.0
01-07-2022;12953;;;;;;2.019;;;;2.048;;;;0.0;0.0
01-07-2022;11402;;;;;;1.977;1.552;;;2.011;;;;0.0;0.0
01-07-2022;5284;;;;;;2.075;;2.135;;2.109;2.149;;;0.0;0.0
01-07-2022;5219;;;;;;2.129;1.679;2.189;;2.159;;;2.299;0.0;0.0
01-07-2022;12786;;;;;;1.985;1.655;;;;;;;0.0;0.0
01-07-2022;11399;;;;;;2.119;;2.169;;2.159;2.229;;;0.0;0.0
01-07-2022;13778;;;;;;1.989;;;;2.029;;;;0.0;0.0
01-07-2022;8900;;;;;;2.104;1.638;;;;;;;0.0;0.0
01-07-2022;12702;;;;;;;1.264;;;;;;;0.0;0.0
01-07-2022;4895;;;;;;2.099;;;;2.129;;;;0.0;0.0
01-07-2022;10053;;;;;;2.015;1.583;;;;;;;0.0;0.0
01-07-2022;4893;;;;;;2.129;1.769;2.189;;2.189;;;2.369;0.0;0.0
01-07-2022;14539;;;;;;1.985;1.56;;;1.95;;;;0.0;0.0
01-07-2022;5305;;;;;;2.129;1.699;2.199;;2.129;2.169;;;0.0;0.0
01-07-2022;15264;;;;;;1.999;1.659;;;1.999;;;;0.0;0.0
01-07-2022;4368;;;;;;2.119;1.699;2.199;;2.138;;;2.288;0.0;0.0
01-07-2022;5123;;;;;;2.075;1.691;2.135;;2.109;;;2.229;0.0;0.0
01-07-2022;5184;;;;;;2.115;1.799;2.195;;2.109;;;2.241;0.0;0.0
01-07-2022;11976;;;;;;2.089;;2.179;;2.119;;;2.261;0.0;0.0
01-07-2022;11797;;;;;;2.139;;2.209;;2.159;;;2.289;0.0;0.0
01-07-2022;4785;;;;;;2.075;;2.155;;2.109;;;;0.0;0.0
01-07-2022;14804;;;;;;1.977;;;;1.997;;;;0.0;0.0
01-07-2022;5327;;;;;;2.079;;2.144;;2.114;;;;0.0;0.0
01-07-2022;5167;;;;;;2.075;;2.135;;2.109;;;2.229;0.0;0.0
01-07-2022;12146;;;;;;2.115;;2.195;;2.109;;;2.241;0.0;0.0
01-07-2022;12015;;;;;;2.109;;2.189;;2.129;;;2.289;0.0;0.0
01-07-2022;4442;;;;;;2.089;;2.129;;2.119;;;2.229;0.0;0.0
01-07-2022;15192;;;;;;1.977;;2.007;;2.033;;;;0.0;0.0
01-07-2022;4796;;;;;;2.078;;2.138;;2.129;;;;0.0;0.0
01-07-2022;9478;;;;;;2.179;1.709;2.239;;2.179;;;2.319;0.0;0.0
01-07-2022;3683;;;;;;2.109;1.639;2.179;;2.139;;;;0.0;0.0
01-07-2022;11305;;;;;;2.169;;2.239;;2.169;;;2.289;0.0;0.0
01-07-2022;11306;;;;;;2.149;;2.219;;2.159;;;2.279;0.0;0.0
01-07-2022;3692;;;1.639;1.599;;2.099;1.786;2.199;;2.149;;;2.309;0.0;0.0
01-07-2022;3588;;;;;;2.109;1.789;2.179;;2.139;;;2.269;0.0;0.0
01-07-2022;14191;;;;;;2.099;;2.169;;2.099;;;;0.0;0.0
01-07-2022;3565;;;;;;2.099;;2.169;;2.119;;;;0.0;0.0
01-07-2022;3589;;;;;;2.109;;2.179;;2.139;;;2.269;0.0;0.0
01-07-2022;14852;;;;;;2.179;;2.229;;2.219;;;;0.0;0.0
01-07-2022;13370;;;;;1.059;2.119;;;;2.119;;;;0.0;0.0
01-07-2022;9298;;;;;;2.149;;2.229;;2.119;;;2.259;0.0;0.0
01-07-2022;3728;;;;;;2.129;;2.199;;2.119;;;2.239;0.0;0.0
01-07-2022;3475;;;;;;2.129;;2.229;;2.129;2.179;;2.249;0.0;0.0
01-07-2022;11428;;;;;1.079;2.129;;2.229;;2.129;;;2.249;0.0;0.0
01-07-2022;14200;;;;;;2.029;;;;2.049;;;;0.0;0.0
01-07-2022;3713;;;;;;2.019;;;;2.044;;;;0.0;0.0
01-07-2022;3586;;;;;;2.149;;2.219;;2.129;;;2.249;0.0;0.0
01-07-2022;15006;;;;;;2.019;;;;2.049;;;;0.0;0.0
01-07-2022;14851;;;;;;2.179;;2.269;;2.169;;;2.311;0.0;0.0
01-07-2022;3623;;;;;;2.129;;2.229;;2.169;;;2.329;0.0;0.0
01-07-2022;15099;;;;;;2.019;;;;2.049;;;;0.0;0.0
01-07-2022;3733;;;;;;2.089;;2.159;;2.139;;;2.269;0.0;0.0
01-07-2022;11929;;;;;;2.125;;2.215;;2.175;;;2.317;0.0;0.0
01-07-2022;3416;;;;;;2.089;1.709;2.139;;2.119;;;;0.0;0.0
01-07-2022;3643;;;;;;2.069;;;;2.149;;;;0.0;0.0
01-07-2022;10941;;;;;;2.109;;2.199;;2.139;;;2.281;0.0;0.0
01-07-2022;10940;;;;;;2.109;;2.199;;2.139;;;2.281;0.0;0.0
01-07-2022;3673;;;;;;2.069;;;;2.139;;;;0.0;0.0
01-07-2022;12649;;;;;;1.957;;;;1.987;;;;0.0;0.0
01-07-2022;3550;;;;;;2.069;;2.149;;2.149;;;2.279;0.0;0.0
01-07-2022;8379;;;;;0.939;2.089;;2.169;;2.099;;;2.239;0.0;0.0
01-07-2022;3690;;;;;1.089;2.079;;2.159;;2.149;;;2.279;0.0;0.0
01-07-2022;12283;;;;;;2.069;;2.149;;2.139;;;2.269;0.0;0.0
01-07-2022;3593;;;;;;2.069;;2.149;;2.149;;;2.269;0.0;0.0
01-07-2022;3421;;;;;;2.119;;2.185;;2.149;;;;0.0;0.0
01-07-2022;13283;;;;;;1.957;;1.99;;1.987;;;2.097;0.0;0.0
01-07-2022;3417;;;;;;2.119;;2.219;;2.139;2.239;;;0.0;0.0
01-07-2022;3580;;;;;1.058;2.105;;2.175;;2.129;;;2.238;0.0;0.0
01-07-2022;15170;;;;;;1.957;;;;1.987;;;;0.0;0.0
01-07-2022;3603;;;;;;2.109;;2.199;;2.139;;;2.281;0.0;0.0
01-07-2022;13851;;;;;1.058;2.108;;2.168;;2.128;;;2.246;0.0;0.0
01-07-2022;8300;;;;;;2.129;;2.219;;2.149;;;2.289;0.0;0.0
01-07-2022;13568;;;;;;2.037;;;;2.028;;;;0.0;0.0
01-07-2022;3470;;;;;;2.069;;2.149;;2.129;;;2.269;0.0;0.0
01-07-2022;13572;;;;;;2.068;;;;2.068;;;;0.0;0.0
01-07-2022;10710;;;;;;2.109;;2.199;;2.139;;;2.281;0.0;0.0
01-07-2022;13585;;;;;;2.049;;;;2.049;;;;0.0;0.0
01-07-2022;13759;;;;;;2.109;;2.175;;2.129;2.189;;;0.0;0.0
01-07-2022;3680;;;;;;2.089;;2.149;;2.149;;;2.269;0.0;0.0
01-07-2022;13593;;;;;;2.049;;;;2.079;;;;0.0;0.0
01-07-2022;9119;;;;;;2.099;;2.179;;2.119;;;2.259;0.0;0.0
01-07-2022;3406;;;;;;2.109;;2.189;;2.135;;;;0.0;0.0
01-07-2022;11474;;;;;1.089;2.089;;2.169;;2.129;;;2.269;0.0;0.0
01-07-2022;3684;;;;;;2.089;;2.169;;2.129;;;2.269;0.0;0.0
01-07-2022;9191;;;;;;2.098;1.759;2.168;;2.118;;;2.255;0.0;0.0
01-07-2022;11716;;;;;;2.119;;2.189;;2.129;;;2.257;0.0;0.0
01-07-2022;13584;;;;;;2.029;;;;2.029;;;;0.0;0.0
01-07-2022;15473;;;;;;2.12;;;;;;;;0.0;0.0
01-07-2022;3731;2.118;;;;;2.138;;;;2.148;;;2.238;0.0;7.0
01-07-2022;3729;;;;;;2.129;;2.219;;2.149;;;2.289;0.0;0.0
01-07-2022;3412;;;;;;2.119;;2.219;;2.139;2.239;;;0.0;0.0
01-07-2022;12485;;;;;1.058;2.098;;2.168;;2.118;;;2.255;0.0;0.0
01-07-2022;12961;;;;;;2.109;;2.149;;2.139;;;;0.0;0.0
01-07-2022;3749;;;;;;2.129;;2.219;;2.149;;;2.289;0.0;0.0
01-07-2022;3727;;;;;;2.129;;2.219;;2.149;;;2.289;0.0;0.0
01-07-2022;9302;;;;;;2.119;;2.219;;2.139;2.239;;;0.0;0.0
01-07-2022;3446;;;;;;2.115;1.769;2.195;;2.114;2.194;;;0.0;0.0
01-07-2022;3660;;;;;;2.119;;2.189;;2.119;;;2.229;0.0;0.0
01-07-2022;1893;;;;;;2.069;;2.129;;2.079;;;2.599;0.0;0.0
01-07-2022;9455;;;;;;2.099;;2.169;;2.139;;;2.239;0.0;0.0
01-07-2022;15396;;;;;;2.132;;;;2.158;;;;0.0;0.0
01-07-2022;9901;;;;;;;1.55;;;;;;;0.0;0.0
01-07-2022;3453;;;;;;2.159;;2.229;;2.169;;;;0.0;0.0
01-07-2022;14626;;;;;;2.059;;;;2.109;;;;0.0;0.0
01-07-2022;3721;;;;;;2.149;;2.239;;2.169;;;2.311;0.0;0.0
01-07-2022;3410;;;;;;2.085;1.739;2.185;;2.114;2.214;;;0.0;0.0
01-07-2022;9613;;;;;;2.069;1.679;2.139;;2.129;;;2.229;0.0;0.0
01-07-2022;3514;;;;;;2.039;;2.109;;2.079;2.159;;;0.0;0.0
01-07-2022;14211;;;;;;2.019;;;;2.039;;;;0.0;0.0
01-07-2022;9717;;;;;;2.129;1.749;2.229;;2.169;;;2.319;0.0;0.0
01-07-2022;3517;;;;;;2.119;;2.219;;2.169;;;2.329;0.0;0.0
01-07-2022;3402;;;;;;2.129;;2.229;;2.179;;;2.339;0.0;0.0
01-07-2022;3712;;;;;;2.129;;2.219;;2.149;;;2.289;0.0;0.0
01-07-2022;14551;;;;;;2.019;;;;2.049;;;;0.0;0.0
01-07-2022;3484;;;;;;2.119;;2.219;;2.169;;;2.329;0.0;0.0
01-07-2022;3444;;;;;;2.159;;2.239;;2.188;;;2.319;0.0;0.0
01-07-2022;1943;;;;;;2.095;;2.179;;2.139;;;2.276;0.0;0.0
01-07-2022;14237;;;;;;2.109;;;;2.129;;;;0.0;0.0
01-07-2022;12853;;;;;;2.019;;;;2.069;;;;0.0;0.0
01-07-2022;11522;;;;;;2.119;;2.179;;2.129;;;;0.0;0.0
01-07-2022;14449;;;;;;1.995;;;;2.027;;;;0.0;0.0
01-07-2022;3542;;;;;;2.089;1.699;2.159;;2.129;;;2.299;0.0;0.0
01-07-2022;10582;;;;;;2.149;;2.239;;2.139;;;2.321;0.0;0.0
01-07-2022;11718;;;;;;2.123;;2.193;;2.127;;;2.269;0.0;0.0
01-07-2022;3405;;;;;;2.109;;2.179;;2.139;;;;0.0;0.0
01-07-2022;3663;;;;;;2.079;;2.149;;2.139;;;2.299;0.0;0.0
01-07-2022;10302;;;;;;2.069;1.669;;;2.129;;;2.239;0.0;0.0
01-07-2022;1907;;;;;;2.049;1.649;;;2.059;;;;0.0;0.0
01-07-2022;3574;;;;;;2.149;1.719;2.219;;2.219;;;2.269;0.0;0.0
01-07-2022;3430;;;;;;2.109;;2.179;;2.129;;;2.269;0.0;0.0
01-07-2022;3632;;;;;;2.159;;2.249;;2.169;;;2.311;0.0;0.0
01-07-2022;11766;;;;;1.119;2.139;;2.239;;2.179;2.229;;2.339;0.0;0.0
01-07-2022;3429;;;;;;2.089;;2.159;;2.139;;;2.279;0.0;0.0
01-07-2022;3598;;;;;;2.179;;2.269;;2.169;;;2.311;0.0;0.0
01-07-2022;15012;;;;;;2.019;;;;2.089;;;;0.0;0.0
01-07-2022;1896;;;;;;2.159;;2.249;;2.169;;;2.311;0.0;0.0
01-07-2022;15391;;;;;;2.012;;;;2.082;;;;0.0;0.0
01-07-2022;14628;;;;;;2.059;;;;2.099;;;;0.0;0.0
01-07-2022;13381;;;;;1.059;2.099;;;;2.129;;;;0.0;0.0
01-07-2022;14633;;;;;;2.169;;2.259;;2.179;;;2.321;0.0;0.0
01-07-2022;13579;;;;;;2.047;;;;2.047;;;;0.0;0.0
01-07-2022;13780;;;;;;2.078;;;;2.128;;;;0.0;0.0
01-07-2022;14904;;;;;;2.029;;;;2.047;;;;0.0;0.0
01-07-2022;3526;;;;;;2.109;;;;2.159;;;;0.0;0.0
01-07-2022;3393;;;;;1.059;2.099;;2.239;;2.149;;;2.329;0.0;0.0
01-07-2022;8795;;;;;;2.139;;2.229;;2.159;;;2.301;0.0;0.0
01-07-2022;8349;;;;;1.069;2.079;;;;2.109;;;2.248;0.0;0.0
01-07-2022;3458;;;;;;2.119;1.589;2.189;;2.129;;;2.259;0.0;0.0
01-07-2022;13879;;;;;;2.049;;;;2.089;;;;0.0;0.0
01-07-2022;3445;;;;;;2.109;;2.189;;2.179;;;2.419;0.0;0.0
01-07-2022;13006;;;;;;2.099;;;;2.149;;;;0.0;0.0
01-07-2022;12401;;;;;;2.139;;2.229;;2.139;;;2.281;0.0;0.0
01-07-2022;15307;;;;;;2.069;;2.099;;2.139;;;;0.0;0.0
01-07-2022;12442;;;;;;2.099;;2.159;;2.149;;;2.319;0.0;0.0
01-07-2022;3575;;;;;;2.099;;2.179;;2.149;;;;0.0;0.0
01-07-2022;3669;;;;;;2.129;1.729;2.249;;2.149;;;2.304;0.0;0.0
01-07-2022;1960;;;;;;2.049;;2.119;;2.099;;;2.229;0.0;0.0
01-07-2022;1906;;;;;;2.121;;;;2.153;;;2.349;0.0;0.0
01-07-2022;15350;;;;;;2.029;1.197;2.129;;2.099;;;;0.0;0.0
01-07-2022;13958;;;;;;2.049;;;;2.099;;;;0.0;0.0
01-07-2022;13667;;;;;;2.049;;;;2.099;;;;0.0;0.0
01-07-2022;3639;;;;;;2.049;;2.079;;2.099;;;2.159;0.0;0.0
01-07-2022;9245;;;;;;2.079;;2.139;;2.109;;;2.229;0.0;0.0
01-07-2022;3512;;;;;;2.149;;2.239;;2.169;;;2.341;0.0;0.0
01-07-2022;3665;;;;;;2.119;;2.179;;2.169;2.219;;;0.0;0.0
01-07-2022;3567;;;;;;2.069;;2.129;;2.129;;;2.249;0.0;0.0
01-07-2022;14520;;;;;;2.019;;;;2.049;;;;0.0;0.0
01-07-2022;3570;;;;;;2.099;;2.149;;2.149;;;;0.0;0.0
01-07-2022;3568;;;;;1.089;2.069;;2.129;;2.129;;;2.249;0.0;0.0
01-07-2022;9651;;;;;;2.119;;2.179;;2.169;;;2.279;0.0;0.0
01-07-2022;1941;;;;;;2.119;;2.209;;2.149;;;2.269;0.0;0.0
01-07-2022;12171;;;;;;2.0;1.571;;;;;;;0.0;0.0
01-07-2022;14136;;;;;;2.099;;;;2.139;;;;0.0;0.0
01-07-2022;11545;;;;;;2.109;1.589;2.179;;2.149;2.199;;2.289;0.0;0.0
01-07-2022;3675;;;;;;2.109;;2.169;;2.149;;;2.269;0.0;0.0
01-07-2022;10306;;;;;;2.039;;;;2.059;;;;0.0;0.0
01-07-2022;1914;;;;;;2.109;1.689;2.149;;2.179;;;2.219;0.0;0.0
01-07-2022;11117;;;;;;2.159;;2.199;;2.119;;;2.229;0.0;0.0
01-07-2022;13901;;;;;;2.069;;;;2.089;;;;0.0;0.0
01-07-2022;15089;;;;;;2.019;;;;2.057;;;;0.0;0.0
01-07-2022;3647;;;;;;2.139;;2.239;;2.129;;;2.249;0.0;0.0
01-07-2022;3714;;;;;;2.049;;;;2.059;;;;0.0;0.0
01-07-2022;3476;;;;;;2.129;;2.229;;2.129;;;2.249;0.0;0.0
01-07-2022;3715;;;;;;2.089;;2.159;;2.109;;;2.249;0.0;0.0
01-07-2022;10090;;;;;;2.079;;;;2.099;;;;0.0;0.0
01-07-2022;3577;;;;;;2.079;;2.139;;2.129;;;2.249;0.0;0.0
01-07-2022;3711;;;;;;2.099;;2.189;;2.119;;;2.261;0.0;0.0
