Fecha;CCAA;Precio Biodiesel;Precio Bioetanol;Precio Gas Natural Comprimido;Precio Gas Natural Licuado;Precio Gases licuados del petróleo;Precio Gasoleo A;Precio Gasoleo B;Precio Gasoleo Premium;Precio Gasolina 95 E10;Precio Gasolina 95 E5;Precio Gasolina 95 E5 Premium;Precio Gasolina 98 E10;Precio Gasolina 98 E5;% BioEtanol;% Éster metílico
05-05-2022;COMUNIDAD VALENCIANA;1.834;;2.007;1.883;0.99;1.909;1.493;2.008;1.969;1.876;1.968;1.985;2.029;0.0;0.011
05-05-2022;EXTREMADURA;1.918;;1.956;1.946;0.985;1.917;1.467;2.02;;1.869;1.956;;2.011;0.0;0.065
05-05-2022;GALICIA;;2.099;2.099;2.194;1.007;1.935;1.545;2.013;2.011;1.898;1.97;2.059;2.02;0.121;0.0
05-05-2022;COMUNIDAD DE MADRID;2.059;;2.078;1.921;0.995;1.942;1.569;2.034;1.959;1.895;2.002;;2.05;0.0;0.025
05-05-2022;REGIÓN DE MURCIA;;;2.097;1.983;1.0;1.897;1.517;1.979;1.95;1.855;1.901;1.999;1.991;0.0;0.0
05-05-2022;COMUNIDAD FORAL DE NAVARRA;;;1.914;1.789;0.986;1.892;1.423;1.991;1.929;1.868;1.954;;2.023;0.0;0.0
05-05-2022;PAIS VASCO;1.927;1.728;1.92;1.947;0.979;1.954;1.561;2.042;;1.907;1.979;;2.051;0.512;0.181
05-05-2022;LA RIOJA;;;1.87;;0.977;1.901;1.439;2.002;;1.883;2.004;;2.025;0.0;0.0
05-05-2022;CIUDAD AUTÓNOMA DE CEUTA;;;;;;1.6;;1.639;;1.547;1.589;;1.578;0.0;0.0
05-05-2022;CIUDAD AUTÓNOMA DE MELILLA;;;;;;1.513;;1.558;;1.479;;;;0.0;0.0
06-05-2022;ANDALUCÍA;1.83;;1.962;1.67;1.013;1.9;1.461;2.006;1.889;1.869;1.958;1.899;2.025;0.0;0.038
06-05-2022;ARAGÓN;;;1.982;1.981;0.973;1.891;1.403;1.992;;1.869;1.969;;2.028;0.0;0.0
06-05-2022;PRINCIPADO DE ASTURIAS;;2.149;1.858;1.764;1.021;1.948;1.55;2.034;2.069;1.912;1.986;;2.054;0.107;0.0
06-05-2022;BALEARES;;;;;1.001;1.994;1.586;2.065;2.034;1.947;2.029;;2.092;0.0;0.0
06-05-2022;CANARIAS;;;2.399;;0.795;1.474;;1.581;;1.478;1.489;;1.593;0.0;0.0
06-05-2022;CANTABRIA;1.899;;;;1.003;1.927;1.482;2.013;;1.899;1.997;;2.036;0.0;0.458
06-05-2022;CASTILLA LA MANCHA;;;2.025;2.008;0.99;1.91;1.428;2.022;1.899;1.88;1.966;1.934;2.022;0.0;0.0
06-05-2022;CASTILLA Y LEÓN;1.935;;2.022;1.898;0.994;1.922;1.497;2.012;1.777;1.891;1.979;1.967;2.034;0.0;0.065
06-05-2022;CATALUÑA;1.841;2.202;2.005;1.921;1.001;1.917;1.496;2.017;1.925;1.879;1.977;;2.047;0.056;0.095
06-05-2022;COMUNIDAD VALENCIANA;1.848;;2.007;1.883;0.99;1.911;1.495;2.011;1.969;1.881;1.972;1.985;2.037;0.0;0.011
06-05-2022;EXTREMADURA;1.918;;1.956;1.946;0.985;1.918;1.469;2.022;;1.874;1.958;;2.02;0.0;0.065
06-05-2022;GALICIA;;2.099;2.099;2.194;1.006;1.936;1.544;2.015;2.011;1.904;1.975;2.059;2.028;0.121;0.0
06-05-2022;COMUNIDAD DE MADRID;2.059;;2.042;1.921;0.996;1.943;1.567;2.036;1.959;1.899;2.003;;2.057;0.0;0.025
06-05-2022;REGIÓN DE MURCIA;;;2.097;1.983;1.0;1.898;1.521;1.981;1.95;1.859;1.905;1.999;1.997;0.0;0.0
06-05-2022;COMUNIDAD FORAL DE NAVARRA;;;1.914;1.789;0.986;1.893;1.425;1.991;1.929;1.87;1.953;;2.03;0.0;0.0
06-05-2022;PAIS VASCO;1.927;1.728;1.92;1.947;0.979;1.953;1.562;2.044;;1.913;1.984;;2.061;0.512;0.181
06-05-2022;LA RIOJA;;;1.87;;0.977;1.901;1.44;2.003;;1.888;1.994;;2.032;0.0;0.0
06-05-2022;CIUDAD AUTÓNOMA DE CEUTA;;;;;;1.601;;1.636;;1.554;1.609;;1.578;0.0;0.0
06-05-2022;CIUDAD AUTÓNOMA DE MELILLA;;;;;;1.512;;1.555;;1.483;;;;0.0;0.0
07-05-2022;ANDALUCÍA;1.835;;1.962;1.697;1.011;1.903;1.464;2.003;1.893;1.877;1.966;1.937;2.031;0.0;0.038
07-05-2022;ARAGÓN;;;1.984;2.001;0.971;1.891;1.407;1.987;;1.879;1.975;;2.032;0.0;0.0
07-05-2022;PRINCIPADO DE ASTURIAS;;2.149;1.858;1.823;1.022;1.947;1.558;2.029;2.069;1.92;1.992;;2.061;0.107;0.0
07-05-2022;BALEARES;;;;;1.009;1.993;1.59;2.062;2.03;1.955;2.029;;2.098;0.0;0.0
07-05-2022;CANARIAS;;;2.399;;0.795;1.474;;1.578;;1.477;1.453;;1.59;0.0;0.0
07-05-2022;CANTABRIA;1.899;;;;1.009;1.926;1.474;2.009;;1.905;1.999;;2.04;0.0;0.458
07-05-2022;CASTILLA LA MANCHA;;;2.025;2.026;0.99;1.91;1.431;2.017;1.899;1.888;1.974;1.934;2.026;0.0;0.0
07-05-2022;CASTILLA Y LEÓN;1.962;;1.923;1.892;0.995;1.92;1.496;2.008;1.777;1.898;1.982;1.967;2.041;0.0;0.064
07-05-2022;CATALUÑA;1.857;2.202;2.006;1.942;1.002;1.915;1.494;2.012;1.927;1.887;1.98;;2.052;0.056;0.095
07-05-2022;COMUNIDAD VALENCIANA;1.864;;2.007;1.91;0.991;1.911;1.496;2.007;1.969;1.887;1.977;1.985;2.041;0.0;0.011
07-05-2022;EXTREMADURA;1.918;;1.956;1.965;0.985;1.92;1.472;2.02;;1.882;1.96;;2.028;0.0;0.065
07-05-2022;GALICIA;;2.148;2.099;2.214;1.008;1.934;1.545;2.011;2.011;1.911;1.982;2.059;2.034;0.121;0.0
07-05-2022;COMUNIDAD DE MADRID;2.059;;2.038;1.954;0.996;1.942;1.565;2.032;1.959;1.906;2.006;;2.062;0.0;0.025
07-05-2022;REGIÓN DE MURCIA;;;2.099;1.998;1.001;1.9;1.525;1.978;1.95;1.866;1.91;1.999;2.002;0.0;0.0
07-05-2022;COMUNIDAD FORAL DE NAVARRA;;;1.914;1.789;0.986;1.893;1.423;1.989;1.929;1.878;1.954;;2.038;0.0;0.0
07-05-2022;PAIS VASCO;1.925;1.728;1.92;1.966;0.979;1.949;1.558;2.037;;1.922;1.993;;2.068;0.514;0.181
07-05-2022;LA RIOJA;;;1.87;;0.977;1.9;1.439;1.997;;1.894;1.989;;2.036;0.0;0.0
07-05-2022;CIUDAD AUTÓNOMA DE CEUTA;;;;;;1.591;;1.626;;1.568;1.609;;1.598;0.0;0.0
07-05-2022;CIUDAD AUTÓNOMA DE MELILLA;;;;;;1.504;;1.546;;1.495;;;;0.0;0.0
08-05-2022;ANDALUCÍA;1.835;;1.962;1.697;1.011;1.901;1.463;2.0;1.893;1.878;1.971;1.937;2.032;0.0;0.038
08-05-2022;ARAGÓN;;;1.984;2.001;0.971;1.889;1.405;1.983;;1.88;1.981;;2.034;0.0;0.0
08-05-2022;PRINCIPADO DE ASTURIAS;;2.149;1.858;1.823;1.022;1.945;1.556;2.027;2.069;1.922;1.996;;2.064;0.107;0.0
08-05-2022;BALEARES;;;;;1.009;1.991;1.59;2.059;2.045;1.957;2.038;;2.1;0.0;0.0
08-05-2022;CANARIAS;;;2.399;;0.795;1.474;;1.578;;1.477;1.453;;1.59;0.0;0.0
08-05-2022;CANTABRIA;1.899;;;;1.009;1.924;1.469;2.007;;1.907;2.014;;2.041;0.0;0.458
08-05-2022;CASTILLA LA MANCHA;;;2.025;2.026;0.99;1.909;1.43;2.014;1.899;1.889;1.98;1.934;2.028;0.0;0.0
08-05-2022;CASTILLA Y LEÓN;1.962;;1.923;1.892;0.995;1.918;1.495;2.004;1.777;1.9;1.991;1.967;2.043;0.0;0.064
08-05-2022;CATALUÑA;1.856;2.202;2.006;1.942;1.002;1.913;1.491;2.008;1.927;1.888;1.987;;2.054;0.056;0.095
08-05-2022;COMUNIDAD VALENCIANA;1.864;;2.007;1.91;0.991;1.909;1.495;2.004;1.969;1.888;1.982;1.985;2.042;0.0;0.011
08-05-2022;EXTREMADURA;1.918;;1.956;1.965;0.985;1.918;1.471;2.015;;1.884;1.968;;2.029;0.0;0.065
08-05-2022;GALICIA;;2.148;2.099;2.214;1.009;1.931;1.542;2.007;2.016;1.912;1.989;2.029;2.035;0.121;0.0
08-05-2022;COMUNIDAD DE MADRID;2.059;;2.038;1.954;0.996;1.939;1.563;2.029;1.959;1.908;2.019;;2.064;0.0;0.025
08-05-2022;REGIÓN DE MURCIA;;;2.099;1.998;1.001;1.898;1.524;1.976;1.95;1.867;1.916;1.999;2.003;0.0;0.0
08-05-2022;COMUNIDAD FORAL DE NAVARRA;;;1.914;1.789;0.986;1.892;1.423;1.986;1.929;1.879;1.961;;2.039;0.0;0.0
08-05-2022;PAIS VASCO;1.913;1.728;1.92;1.966;0.979;1.945;1.556;2.032;;1.924;1.997;;2.069;0.514;0.181
08-05-2022;LA RIOJA;;;1.87;;0.977;1.897;1.441;1.994;;1.895;1.999;;2.037;0.0;0.0
08-05-2022;CIUDAD AUTÓNOMA DE CEUTA;;;;;;1.591;;1.626;;1.568;1.609;;1.598;0.0;0.0
08-05-2022;CIUDAD AUTÓNOMA DE MELILLA;;;;;;1.503;;1.546;;1.497;;;;0.0;0.0
09-05-2022;ANDALUCÍA;1.835;;1.962;1.697;1.011;1.9;1.463;1.999;1.893;1.878;1.971;1.937;2.032;0.0;0.038
09-05-2022;ARAGÓN;;;1.984;2.001;0.971;1.888;1.404;1.982;;1.88;1.982;;2.034;0.0;0.0
09-05-2022;PRINCIPADO DE ASTURIAS;;2.149;1.858;1.823;1.022;1.943;1.552;2.025;2.069;1.923;1.996;;2.064;0.107;0.0
09-05-2022;BALEARES;;;;;1.011;1.99;1.589;2.059;2.04;1.958;2.042;;2.1;0.0;0.0
09-05-2022;CANARIAS;;;;;0.795;1.475;;1.582;;1.478;1.453;;1.593;0.0;0.0
09-05-2022;CANTABRIA;1.899;;;;1.009;1.923;1.469;2.006;;1.907;2.01;;2.041;0.0;0.458
09-05-2022;CASTILLA LA MANCHA;;;2.025;2.026;0.99;1.908;1.43;2.013;1.899;1.889;1.978;1.934;2.028;0.0;0.0
09-05-2022;CASTILLA Y LEÓN;1.962;;1.923;1.892;0.995;1.916;1.493;2.003;1.777;1.9;1.99;1.967;2.043;0.0;0.064
09-05-2022;CATALUÑA;1.856;2.202;2.006;1.942;1.002;1.912;1.491;2.007;1.927;1.888;1.988;;2.054;0.056;0.095
09-05-2022;COMUNIDAD VALENCIANA;1.864;;2.007;1.91;0.991;1.909;1.494;2.003;1.969;1.889;1.984;1.985;2.041;0.0;0.011
09-05-2022;EXTREMADURA;1.918;;1.956;1.965;0.985;1.917;1.473;2.014;;1.884;1.967;;2.029;0.0;0.065
09-05-2022;GALICIA;;2.148;2.099;2.214;1.01;1.93;1.542;2.007;2.016;1.913;1.989;2.029;2.035;0.121;0.0
09-05-2022;COMUNIDAD DE MADRID;2.059;;2.031;1.954;0.996;1.938;1.561;2.027;1.959;1.909;2.021;;2.064;0.0;0.025
09-05-2022;REGIÓN DE MURCIA;;;2.099;1.998;1.001;1.897;1.523;1.974;1.95;1.868;1.918;1.999;2.004;0.0;0.0
09-05-2022;COMUNIDAD FORAL DE NAVARRA;;;1.914;1.789;0.986;1.891;1.422;1.984;1.929;1.879;1.959;;2.039;0.0;0.0
09-05-2022;PAIS VASCO;1.913;1.728;1.92;1.966;0.979;1.944;1.555;2.03;;1.923;1.996;;2.069;0.514;0.181
09-05-2022;LA RIOJA;;;1.87;;0.977;1.896;1.441;1.993;;1.896;1.999;;2.037;0.0;0.0
09-05-2022;CIUDAD AUTÓNOMA DE CEUTA;;;;;;1.591;;1.626;;1.568;1.609;;1.598;0.0;0.0
09-05-2022;CIUDAD AUTÓNOMA DE MELILLA;;;;;;1.503;;1.546;;1.497;;;;0.0;0.0
10-05-2022;ANDALUCÍA;1.833;;1.959;1.685;1.012;1.897;1.463;1.993;1.897;1.885;1.976;1.937;2.039;0.0;0.038
10-05-2022;ARAGÓN;;;1.984;2.001;0.971;1.884;1.405;1.974;;1.887;1.984;;2.038;0.0;0.0
10-05-2022;PRINCIPADO DE ASTURIAS;;2.199;1.858;1.823;1.022;1.936;1.554;2.018;2.109;1.932;2.004;;2.071;0.107;0.0
10-05-2022;BALEARES;;;;;1.014;1.982;1.584;2.052;2.049;1.964;2.048;;2.109;0.0;0.0
10-05-2022;CANARIAS;;;2.399;;0.795;1.477;;1.583;;1.481;1.489;;1.596;0.0;0.0
10-05-2022;CANTABRIA;1.899;;;;1.012;1.92;1.468;2.0;;1.913;2.015;;2.046;0.0;0.458
10-05-2022;CASTILLA LA MANCHA;;;2.003;1.998;0.99;1.905;1.431;2.005;1.899;1.895;1.982;1.934;2.033;0.0;0.0
10-05-2022;CASTILLA Y LEÓN;1.955;;1.903;1.872;0.995;1.91;1.49;1.995;1.762;1.906;1.993;1.902;2.049;0.0;0.064
10-05-2022;CATALUÑA;1.855;2.202;2.008;1.938;1.002;1.907;1.49;2.001;1.933;1.899;1.991;;2.062;0.056;0.095
10-05-2022;COMUNIDAD VALENCIANA;1.848;;2.004;1.893;0.991;1.904;1.493;1.996;1.969;1.895;1.987;1.985;2.049;0.0;0.011
10-05-2022;EXTREMADURA;1.918;;1.984;1.985;0.985;1.915;1.472;2.009;;1.89;1.972;;2.035;0.0;0.065
10-05-2022;GALICIA;;2.148;2.099;2.214;1.013;1.925;1.539;2.0;2.016;1.919;1.994;2.029;2.039;0.121;0.0
10-05-2022;COMUNIDAD DE MADRID;2.064;;2.031;1.954;0.997;1.931;1.558;2.019;1.959;1.915;2.023;;2.071;0.0;0.025
10-05-2022;REGIÓN DE MURCIA;;;2.099;1.998;1.001;1.893;1.524;1.969;1.95;1.875;1.92;2.029;2.013;0.0;0.0
10-05-2022;COMUNIDAD FORAL DE NAVARRA;;;1.914;1.674;0.988;1.888;1.419;1.977;1.929;1.889;1.961;;2.046;0.0;0.0
10-05-2022;PAIS VASCO;1.909;1.728;1.934;1.976;0.979;1.935;1.552;2.024;;1.932;2.001;;2.077;0.512;0.181
10-05-2022;LA RIOJA;;;1.87;;0.977;1.892;1.446;1.984;;1.898;1.994;;2.039;0.0;0.0
10-05-2022;CIUDAD AUTÓNOMA DE CEUTA;;;;;;1.578;;1.609;;1.572;1.624;;1.598;0.0;0.0
10-05-2022;CIUDAD AUTÓNOMA DE MELILLA;;;;;;1.491;;1.533;;1.503;;;;0.0;0.0
11-05-2022;ANDALUCÍA;1.833;;1.959;1.685;1.012;1.891;1.461;1.983;1.897;1.886;1.97;1.937;2.04;0.0;0.038
11-05-2022;ARAGÓN;;;1.984;2.001;0.971;1.876;1.403;1.963;;1.886;1.978;;2.034;0.0;0.0
11-05-2022;PRINCIPADO DE ASTURIAS;;2.199;1.858;1.823;1.023;1.925;1.546;2.006;2.109;1.932;2.001;;2.069;0.107;0.0
11-05-2022;BALEARES;;;;;1.013;1.972;1.576;2.042;2.049;1.962;2.04;;2.106;0.0;0.0
11-05-2022;CANARIAS;;;2.399;;0.795;1.479;;1.586;;1.483;1.489;;1.598;0.0;0.0
11-05-2022;CANTABRIA;1.899;;;;1.014;1.91;1.467;1.99;;1.913;2.009;;2.046;0.0;0.458
